State B,State B code,styear,StateB primary target?,Name,UNRES,Location,dispnum,RemoveCase,stday,stmon,endday,endmon,endyear,Ongoing,cumdurat,Era,Decade,PresName,Frontier War,Era2,US HiHost,US HighAct,dyadic hostility,dyadic HighAct,HihostB,HighActB,US Orig,originatA,originatB,sideaa,InterType,Objective,ObjectiveCode,ForeignReg,BuildReg,Empire,Territory,Policy,SocialProt,Economic,ProtOwn,Outcome,BattleFatUS,BattleFatB,BattleFat,BattleLevUS,BattleLevB,BattleLev,FatUS,FatB,Fatalities,fatlevUS,fatlevB,FatLev,MaxCost,MaxTroops,MaxNavy,MaxAir,MIP,Additions to MID,MID Dummy,IMI Dummy,MIPS Dummy,CRS Dummy,ACD Dummy,National Interest Index,contiguity,ContiguityDummy,War,US milex,US milper,US irst,US pec,US tpop,US upop,US CINC,State B milex,State B milper,State B irst,State B pec,State B tpop,State B upop,State B CINC,defense,neutrality,nonaggression,entente,AllianceDummy,Alliances (1-4),Colonial land,Colonial sea,Colonial contiguity,ColonialDummy,US imports,US exports,State B imports,State B exports,Trade flow1,Trade flow2,smoothflow1,smoothflow2,smoothtotrade,spike1,spike2,dip1,dip2,trdspike,tradedip,US democ,US autoc,US polity,US polity2,US durable,State B democ,State B autoc,State B polity,State B polity2,State B durable,US Dsource,US idp,US host,US hostChange,State B source,State B idp,State B host,US nGDP,US rGDP,US nGDP capita ,US rGDP capita,US rGDPCChange,US Recession,ideal1,ideal2,absidealdiff,s2un,s3un,agree2un,agree3un,jointvotes2,jointvotes3,PHYSINT,DISAP,KILL,POLPRIS,TORT,EMPINX,ASSN,FORMOV,DOMMOV,OLD_MOVE,SPEECH,ELECSD,OLD_RELFRE,RELFRE,WORKER,WECON,WOPOL,WOSOC,INJUD,UNRegN,UNRegT,UNSUBREG,SubRegT,SubRegN,OECDReg,PTS_A,PTS_S,US Defense Spending,ChildMort,LifeExp,StateBHC,StateBrGDP ,USHC,USunemp,USDeficit,USDecifitGDP,USDeficitCon,USDebtGDP,USExpGDP,USDExpGDP,USCapInv,DefOutlay%,DODOutlays$,DOSOutlays$,SDratioOutlays$,DODOutlays%,DOSOutlays%,SDratioOutlays%,DOD BA$,DOS BA$,SDratioBA$,DOD BA%,DOS BA%,SDratioBA%,SenateDem,HouseDem,PresidentDem,DemControl,RepControl,CongressDem,CongressRep,PresElectionYear,ViolentCrime,Murder,LegacyRape,Robbery,AggravatedAssault,PropertyCrime ,Burglary,LarcenyTheft,VehicleTheft,oil_prod,oil_price_2000,oil_price_nom,oil_value_nom,oil_value_2000,oil_value_2014,gas_prod,gas_price_2000_mboe,gas_price_2000,gas_price_nom,gas_value_nom,gas_value_2000,gas_value_2014,oilgas_value_nom,oilgas_value_2000,oilgas_value_2014,oil_exports,gas_exports,coup1,coup2,coup3,coup4,democracy,assconfid,poppreselec,regime,ttd,tta,stra,Oil Dummy,Population (in thousands),MilExp_Con,ExpShareGDP,Description
SPN,230,1873,,,,,256,1,31,10,10,11,1873,0,11,2,,Grant,0,3,2,2,4,17,4,17,1,1,1,0,,,,,,,,,,,,3,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,1,0,0,0,15014,43,2602,53674,43006,4667,0.1162688,10056,100,43,1325,16030,781,0.0239106,,,,,,,0,2,2,1,342.0299988,626.5900269,104.3137283,115.2941208,4.23,9.6000004,4.23,9.6000004,13.83,0,0,0,0,0,0,10,0,10,10,64,1,6,-5,-5,0,,,,,,,,8837,156931,204.44,3630.56,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43225,,,"American vessel Virginius intercepted by Spanish Ship and taken to Cuba.  Ship used by Cuban rebels during bid for independence.  Almost all crew on ship sentenced to execution, British ship quickly dispatched to prevent further executions, as several crew members were British.  Spain-US relations suffered momentarily.  "
Hawaii,,1874,0 (revolt),Honolulu Courthouse Intervention,,2,,0,12,2,20,2,1874,0,9,2,,Grant,0,3,4,18,4,18,4,18,0,1,0,0,2,Social Protection & Order; Social Protection,6; 6.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,,150,2,0,1,1,0,0,0,1,0,1,0,0,0,12899,44,2439,51736,44040,4862,0.1142451,,,,,,,,,,,,,,0,1,1,1,576,619,,,,,,,,,,,,,,10,0,10,10,65,,,,,,,,,,,,,8563,159785,192.73,3596.41,-0.94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,Asia,30,Asia,35,eap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44429,,,Hawaiian Islands. February 12 to 20. Detachments from American vessels were landed to preserve order and protect American lives and interests during the coronation of a new king.
MEX,70,1874,0 (local unrest),The USS Saranac in Mexico,,70,,0,23,9,1,4,1875,0,161,2,,Grant,0,3,3,8,3,8,1,1,0,0,1,0,1,Maintain/Build Foreign Regime Authority; Economic Protection; Social Protection and Order,2; 6; 7,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,1,1,1,,0,1,0,1,0,1,0,0,0,0,2,1,1,0,11720,38,2057,52194,45073,5064,0.1069647,2185,22,10,96,9608,249,0.0066227,,,,,,,0,1,1,1,533,545.0599976,28,24.39999962,5,6,5,6,11,0,0,0,0,0,0,10,0,10,10,66,1,6,-5,-5,11,,,,,,,,8239,159500,181.11,3506.11,-2.51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,48.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45492,,,"Mexican military on the US border had been conducting guerrilla operations against Texas ranchers.  Texan lawman Leander H. McNelly assembled 41 men ""McNelly Rangers"" to restore law and order.  Rangers pursue Mexican guerillas, with continual flare-ups.  "
MEX,70,1876,0 (unrest),Evacuation of Matamoros,,70,1544,0,18,5,25,5,1876,0,7,2,,Grant,0,3,4,16,4,16,1,1,0,0,1,0,1,Social Protection and Order,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,10,1,0,1,0,1,0,0,1,0,2,1,1,0,10749,41,1899,51080,46107,5275,0.1019168,2179,22,10,100,9694,253,0.0061491,,,,,,,0,1,1,1,469,565,28.5,25.39999962,5,6,5,6,11,0,0,0,0,0,0,10,0,10,10,67,-88,-88,-88,-6,0,,,,,,,,8388,166103,180.55,3575.27,1.97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,48.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46459,,,Marines were sent to police the town of Matamoros temporarily to protect American citizens and property while it was without other government.
MEX,70,1880,,,,,1543,1,,2,,2,1880,0,28,2,,Hayes,0,3,3,8,3,8,1,1,1,1,1,1,,,,,,,,,,,,6,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,2,1,1,0,11414,38,3896,76969,50262,6211,0.1254597,1666,25,10,116,10073,268,0.005887,,,,,,,0,1,1,1,667.9500122,835.6300049,26.92307663,24.03846169,7,8,7,8,15,0,0,0,0,0,0,10,0,10,10,71,0,9,-9,-9,0,,,,,,,,10462,217601,208.15,4329.34,21.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,48.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50262,,,"This is a show of force by the United States following Mexican proposals to colonize the island of Ciare, in the Gulf of California.  "
UKG,200,1881,,,,,1637,1,,1,,1,1881,0,31,2,,Hayes,0,3,2,2,3,8,3,8,1,1,1,0,,,,,,,,,,,,3,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,1,0,0,0,11973,38,4211,81416,51542,6494,0.1264246,22350,247,8275,138269,34934,9474,0.2164771,,,,,,,2,2,4,1,654,919,1985,1170,174,481,174,481,655,0,0,0,0,0,0,10,0,10,10,72,7,0,7,7,1,,,,,,,,11740,244810,228.11,4756.74,9.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,Europe,154,W. & N. Europe,154,eca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51466,,,"Venezuela sent a note to Washington about British military demonstrations at mouth of Orinoco River.  As part of Monroe Doctrine, US Secretary of State issued a statement that United States would not stand by if demonstrations were a precursor to British use of force to acquire Venezuelan territory."
EGY,651,1882,0 (riots),Alexandria intervention,,651,,0,14,7,18,7,1882,0,5,2,,Arthur,0,3,3,11,3,11,2,2,0,0,1,0,2,Social Protection and Order; Economic Protection; Protect Own Military and/or Diplomatic Interests,6; 7; 8,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,130,3,0,1,1,0,0,0,1,0,1,0,0,0,13040,38,4697,91087,52821,6789,0.1310108,104,15,0,0,5669,577,0.0040787,,,,,,,0,0,0,0,733,768,,,-9,-9,-9,-9,-9,0,0,0,0,0,0,10,0,10,10,73,,,,,,,,,,,,,12331,257803,233.13,4874.04,2.47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Africa,15,North Africa,15,mena,,,,40.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52893,,,American forces landed to protect American interests during warfare between British forces and Egyptians and the looting of the city of Alexandria by Arabs.
HAI,41,1882,,,,,1531,1,27,2,27,2,1882,0,1,2,,Arthur,0,3,2,2,2,2,1,1,1,1,1,1,,,,,,,,,,,,6,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,0,0,0,0,13040,38,4697,91087,52821,6789,0.1310108,242,7,0,0,814,0,0.0006321,,,,,,,,,,,733,768,7.820000172,6.71999979,-9,-9,-9,-9,-9,0,0,0,0,0,0,10,0,10,10,73,0,3,-3,-3,62,,,,,,,,12331,257803,233.13,4874.04,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,29,Caribbean,29,lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52893,,,American citizen arrested in Haiti.  Escaped to Washington after two years in prison to present his case.  Secretary of State instructed the US minister to Haiti to follow through with previous order to threaten the use of force if matters were not resolved.
CHL,155,1883,,War of the Pacific,,,1517,1,22,1,15,3,1883,0,53,2,,Arthur,0,3,2,2,2,2,1,1,1,1,1,1,,,,,,,,,,,,5,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,0,0,0,0,11425,37,4669,97750,54100,7099,0.1313463,413,16,0,143,2408,256,0.0025644,,,,,,,0,0,0,0,734,841,110.5769196,143.2692261,1.63,3.46,1.63,3.46,5.0900002,0,0,0,0,0,0,10,0,10,10,74,4,1,3,3,9,,,,,,,,12435,264932,228.44,4866.94,-0.15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,5,Central & S. America,14,lac,,,,41.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54435,,,"Italy, France, and GB threatened to intervene if Chile did not end its war with Peru.  An American representative also signed the memorandum but did so without permission from his government, which repudiated the declaration when it was released.  Should this be included in dataset?"
GUA,90,1885,,,,,1535,1,10,3,,3,1885,0,22,2,,Cleveland,0,3,3,8,3,8,1,1,0,0,1,0,,,,,,,,,,,,2,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,1,0,0,0,0,0,9748,39,4110,103359,56658,7761,0.1312613,-9,3,0,0,681,0,0.0002855,,,,,,,0,0,0,0,577.5200195,726.6799927,2.983653784,5.836538315,-9,-9,-9,-9,-9,0,0,0,0,0,0,10,0,10,10,76,4,2,2,2,6,,,,,,,,11705,261466,204.89,4576.85,-5.96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,57128,,,Unclear from Gibler narrative how US was involved in this incident.  
JPN,740,1885,,,,,1488,1,,10,,11,1885,0,61,2,,Cleveland,0,3,3,8,3,8,1,1,1,1,1,1,,,,,,,,,,,,5,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,0,0,0,0,0,0,9748,39,4110,103359,56658,7761,0.1312613,1873,52,2,1394,38313,2381,0.0203826,,,,,,,0,0,0,0,577.5200195,726.6799927,28.78137207,36.41862869,12,3,12,3,15,0,0,0,0,0,0,10,0,10,10,76,5,4,1,1,17,,,,,,,,11705,261466,204.89,4576.85,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,Asia,30,Asia,35,eap,,,,35.282,37.3284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57128,,,"China sent new president to Korea, when Chinese, American, and British naval gunboats arrived off coast in response to rumors that leader of previous coup d'etat was returning to Korea along with Japanese forces.  "
PAN,95,1885,0,Rebel Takeover of Colón and Panama City,,100,,0,18,1,25,5,1885,0,127,2,,Arthur,0,3,4,18,4,18,4,18,0,0,0,0,1,Social Protection & Order; Economic Protection; Protect own Military and/or Diplomatic Interests,6; 7; 8,0,0,0,0,0,1,1,1,1,0,18,18,0,1,1,0,18,18,0,1,1,,1000,9,0,1,1,0,0,0,1,0,0,0,0,0,9748,39,4110,103359,56658,7761,0.1312613,,,,,,,,,,,,,,0,0,0,0,577.5200195,726.6799927,,,,,,,,,,,,,,10,0,10,10,76,,,,,,,,,,,,,11705,261466,204.89,4576.85,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,40.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57128,,,"Panama (Colón). January 18 and 19. U.S. forces were used to guard valuables in transit over the Panama Railroad and the safes and vaults of the Panama Railroad company during revolutionary activity. From March through May in the cities of Colón and Panama City, U.S. forces helped reestablish freedom of transit during revolutionary strife."
MEX,70,1886,,,,,1542,1,30,6,24,8,1886,0,56,2,,Cleveland,0,3,1,1,4,17,4,17,1,1,1,0,,,,,,,,,,,,7,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,1,0,2,1,1,0,10382,39,5774,107964,57938,8114,0.1461353,2500,21,10,157,10780,294,0.0062537,,,,,,,0,1,1,1,653,710,36.6071434,43.75,14.71,7.2600002,14.71,7.2600002,21.970001,0,0,0,0,0,0,10,0,10,10,77,0,9,-9,-9,6,,,,,,,,12297,282732,211.08,4853.1,6.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,48.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58258,,,"Mexican authorities detained Cutting, an editor from Texas who had published libel about Mexico's leader.  The United States protested, and he was eventually released.  "
GMY,255,1888,1,Samoan Crisis,,990,191,0,18,12,16,3,1889,0,14,2,,Cleveland,0,3,3,8,4,17,4,17,0,0,1,0,1,Remove Foreign Regime; Maintain/Build Foreign Regime Authority; Maintain Empire; Acquire/Defend Territory; Economic Protection; Protect Own Military and/or Diplomatic Interests,1;2;3;4;7;8,1,1,1,1,0,0,1,1,5,56,118,174,2,3,3,56,118,174,2,3,3,,0,3,0,1,0,1,0,0,1,0,0,0,0,0,12647,39,6594,139275,60496,8871,0.1523269,38013,504,3813,70190,48020,5009,0.1272868,,,,,,,0,0,0,0,739,724,767.21698,756.3679199,81.739998,66.559998,81.739998,66.559998,148.29999,0,0,0,0,0,0,10,0,10,10,79,1,5,-4,-4,17,,,,,,,,14000,320708,230.97,5290.98,9.02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Oceania,61,Oceania,9,eap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60614,,,"Dispute over colonial control of Samoa between Germany, US, and UK.  US sent three warships, although they were destroyed in a hurriance while waiting in the Apia harbor before any hostilities broke out."
HAI,41,1888,1,Haitian Revolution,,41,1530,0,18,8,20,9,1889,0,398,2,,Cleveland,0,3,3,8,4,17,4,17,0,0,1,0,1,Economic Protection; Protect own Diplomatic/Military Interests,7; 8,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,,47,2,0,1,0,1,0,0,1,0,0,0,0,0,12647,39,6594,139275,60496,8871,0.1523269,-9,7,0,0,943,0,0.0004972,,,,,,,,,,,739,724,12.21000004,10.61999989,3.75,3.97,3.75,3.97,7.7200003,0,0,0,0,0,0,10,0,10,10,79,0,3,-3,-3,68,,,,,,,,14000,320708,230.97,5290.98,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,29,Caribbean,29,lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,60614,,,"US ship Haytian Republic captured by Haiti during periods of civil unrest.  United States tried to remain neutral, but ended up sending two American warships to Port-Au-Prince to underscore American demands for the ship's release."
KOR,730,1888,0 (Riots),Baby Riots,,730,,0,19,6,30,6,1888,0,12,2,,Cleveland,0,3,3,7,3,7,1,1,0,1,0,0,1,Social Protection & Order; Protect Own Military and/or Diplomatic Interests,6;8,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,25,0,0,1,1,0,0,0,1,0,0,0,0,0,12647,39,6594,139275,60496,8871,0.1523269,-9,7,0,0,10163,209,0.003292,,,,,,,0,0,0,0,739,724,2.970297098,0.990099013,-9,-9,-9,-9,-9,0,0,0,0,0,0,10,0,10,10,79,5,4,1,1,,,,,,,,,14000,320708,230.97,5290.98,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,Asia,30,Asia,35,eap,,,,50.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60614,,,A naval force was sent ashore to protect American residents in Seoul during unsettled political conditions when an outbreak of the populace was expected.
WSM,990,1888,0 (local revolt),Protective mission,,990,,0,14,11,20,3,1889,0,126,2,,Cleveland,0,3,3,12,3,12,2,2,0,0,1,0,1,Maintain Empire; Economic protection; Protect Own Military and/or Diplomatic Interests,3; 7; 8,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,100,1,0,1,1,0,0,0,1,0,0,0,0,0,12647,39,6594,139275,60496,8871,0.1523269,,,,,,,,,,,,,,0,0,0,0,739,724,,,,,,,,,,,,,,10,0,10,10,79,,,,,,,,,,,,,14000,320708,230.97,5290.98,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Oceania,61,Oceania,9,eap,,,,31.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60614,,,"Samoa. November 14, 1888, to March 20, 1889. U.S. forces were landed to protect American citizens and the consulate during a native civil war."
HAI,41,1889,MERGED W. 1888 CASE,,,,1599,1,20,9,30,9,1889,0,11,2,,Harrison,0,3,3,8,3,8,1,1,1,1,1,1,,,,,,,,,,,,5,,,,,,,,,,0,0,0,,,,,1,0,1,0,0,1,0,0,0,0,0,13195,39,7726,133959,61775,9275,0.1548427,-9,5,0,0,966,0,0.000412,,,,,,,,,,,763,779,12.93999958,11.27000046,2.4200001,4.0999999,2.4200001,4.0999999,6.52,0,0,0,0,0,0,10,0,10,10,80,0,3,-3,-3,69,,,,,,,,13987,329923,225.99,5330.54,0.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,29,Caribbean,29,lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,61893,,,American president dispatched an American fleet to Port-au-Prince in an attempt to intimidate Haiti into lease the area of Mole Saint-Nicholas to the United States in order to establish a naval base.  Haiti refused.
Hawaii,,1889,0 (attempted coup),Coup attempt,,,,0,30,7,31,7,1889,0,2,2,,Harrison,0,3,3,7,4,18,4,18,0,0,0,0,1,Social Protection & Order; Protect own Military and/or Diplomatic Interests,6; 8,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,75,1,0,1,1,0,0,0,1,0,1,0,0,0,13195,39,7726,133959,61775,9275,0.1548427,,,,,,,,,,,,,,0,1,1,1,763,779,,,,,,,,,,,,,,10,0,10,10,80,,,,,,,,,,,,,13987,329923,225.99,5330.54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,N. America,30,Asia,35,eap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61893,,,Hawaiian Islands. July 30 and 31. U.S. forces protected American interests at Honolulu during a revolution.
ARG,160,1890,0 (Revolutionary fervor),Buenos Aires protective mission,,160,,0,3,6,30,7,1890,0,57,2,,Harrison,0,3,4,16,4,16,1,1,0,0,1,0,1,Protect Own Military and/or Diplomatic Interests,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,50,1,0,1,1,0,0,0,1,0,0,0,0,0,14788,39,9350,150826,63056,9698,0.1653962,1082,8,0,354,3323,538,0.0035456,,,,,,,0,0,0,0,789.3099976,845.289978,165,88,5.9699998,3.5699999,5.9699998,3.5699999,9.54,0,0,0,0,0,0,10,0,10,10,81,3,2,1,1,10,,,,,,,,15223,361975,241.42,5740.53,7.69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,5,Central & S. America,14,lac,,,,39.221,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,63056,,,1890 Argentina. A naval party landed to protect the U.S. consulate and legation in Buenos Aires.
CHL,155,1891,1,Chilean Civil War and the Baltimore Affair,,155,1512,0,30,1,26,1,1892,0,362,2,,Harrison,0,3,2,5,4,18,4,18,0,0,1,0,1,Protect own Military and/or Diplomatic Interests,8,0,0,0,0,0,0,0,1,4,2,0,2,1,0,1,2,0,2,1,0,1,,36,3,0,1,0,1,0,0,1,0,0,0,0,0,15315,38,8412,162044,64361,10075,0.1655897,-9,9,0,189,2627,346,0.002281,,,,,,,0,0,0,0,863,907,104.6511612,107.7519379,3.4400001,3.1400001,3.4400001,3.1400001,6.5799999,0,0,0,0,0,0,10,0,10,10,82,5,2,3,3,17,,,,,,,,15558,366254,241.46,5684.35,-0.98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,5,Central & S. America,14,lac,,,,41.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64432,,,"Chile. August 28 to 30. The USS Baltimore and USS San Francisco landed a party commanded by Captain William S. Muce, USMC, to guard the U.S. Consulate at Valparaiso during the Chilean civil war."
HAI,41,1891,1,Attempt to Lease Mole St. Nicolas,,41,1529,0,26,1,22,4,1891,0,87,2,,Harrison,0,3,3,8,3,8,1,1,1,1,0,0,1,Acquire/Defend Territory,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,6,0,1,0,1,0,0,1,0,0,0,0,0,15315,38,8412,162044,64361,10075,0.1655897,267,5,0,0,1014,0,0.0005583,,,,,,,,,,,863,907,14.39999962,12.56999969,3.24,5.9499998,3.24,5.9499998,9.1899996,0,0,0,0,0,0,10,0,10,10,82,0,3,-3,-3,71,,,,,,,,15558,366254,241.46,5684.35,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,29,Caribbean,29,lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,64432,,,Black revolt on Navassa defeated.
Hawaii,,1893,1,Hawaiian Coup Troop Landing,,2,,0,16,1,1,4,1893,0,45,2,,Harrison,0,3,3,7,4,18,4,18,0,0,0,1,1,Social Protection & Order; Protect own Military and/or Diplomatic Interests; Remove Foreign Regime,1; 6; 8,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,164,1,0,1,1,0,0,0,1,0,1,0,0,0,16964,39,7238,172586,66970,10874,0.1657286,,,,,,,,,,,,,,0,1,1,1,889,889,,,,,,,,,,,,,,10,0,10,10,84,,,,,,,,,,,,,15566,362574,230.71,5373.86,-5.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,Asia,30,Asia,35,eap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67470,,,"Marines were landed ostensibly to protect American lives and property, but many believed actually to promote a provisional government under Sanford B. Dole. This action was disavowed by the United States."
MEX,70,1893,1,Havana Ranch Incident,,70; 2,1541,0,1,9,12,9,1893,0,12,2,,Harrison,0,3,4,17,4,17,4,17,0,0,1,0,1,Maintain Empire; Acquire or Defend Territory; Social Protection and Order,3; 4; 6,0,0,1,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,100,0,0,1,0,1,0,0,0,0,2,1,1,0,16964,39,7238,172586,66970,10874,0.1657286,2611,38,10,260,12257,327,0.0064616,,,,,,,0,1,1,1,889,889,19.6078434,51.63398743,33.549999,9.3299999,33.549999,9.3299999,42.879997,0,0,0,0,0,0,10,0,10,10,84,0,9,-9,-9,13,,,,,,,,15566,362574,230.71,5373.86,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,Latin America & Caribbean,13,Central & S. America,14,lac,,,,54.203,23.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67470,,,"Dispute over Chamizal tract of land which shifted into Mexico after several decades of Rio Grande change in course.  Mexico and United States sought a boundary commission to settle dispute over new territory.  While the commission was unsuccessful, tensions in the area eased.  "
